,wage,exper,union,goodhlth,black,female,married,service,educ,looks
481,2.63,4.333333333333333,0,1,0,1,1,1,13,1
482,3.16,9.0,0,1,0,1,1,0,12,0
483,6.27,1.0,1,1,0,0,0,1,13,0
484,4.05,2.6666666666666665,0,1,0,1,0,0,13,0
485,1.98,2.6666666666666665,0,1,0,1,1,0,16,0
486,2.18,0.6666666666666666,0,1,0,1,1,0,12,1
487,2.63,1.3333333333333333,0,1,0,1,1,0,12,1
488,2.43,0.3333333333333333,0,1,0,1,0,0,10,1
489,1.98,1.3333333333333333,0,1,0,1,0,0,12,1
490,4.09,1.6666666666666667,0,1,0,1,1,0,12,1
491,2.5,4.0,0,1,0,1,0,1,12,0
492,2.51,1.3333333333333333,0,1,0,1,0,0,12,1
493,3.85,2.3333333333333335,1,1,0,1,0,0,10,1
494,5.13,1.6666666666666667,0,1,0,0,0,0,12,1
495,4.81,1.6666666666666667,0,1,0,1,0,0,12,0
496,4.81,1.0,0,1,0,0,0,1,13,1
497,7.07,2.6666666666666665,1,1,1,1,0,0,13,1
498,2.31,1.0,0,1,0,1,0,1,13,1
499,3.89,1.3333333333333333,0,1,1,1,0,0,16,1
500,1.98,8.333333333333334,0,1,0,1,0,0,12,0
501,3.75,10.333333333333334,0,0,0,1,0,0,12,1
502,1.25,1.6666666666666667,0,1,0,1,1,0,12,1
503,7.63,3.6666666666666665,0,1,0,0,0,1,16,1
504,6.54,2.6666666666666665,0,1,1,1,0,0,13,0
505,13.13,8.0,0,1,0,0,1,0,16,1
506,4.4,1.0,0,1,0,1,0,0,13,1
507,7.69,5.333333333333333,0,1,1,1,1,0,13,1
508,3.85,2.3333333333333335,0,1,0,0,1,0,10,0
509,7.69,8.333333333333334,0,1,0,0,1,0,12,1
510,5.0,6.333333333333333,0,1,0,0,0,0,13,0
511,8.94,10.333333333333334,1,1,0,0,1,0,10,1
512,5.09,2.3333333333333335,0,1,0,1,0,0,17,1
513,3.16,0.3333333333333333,0,1,1,1,0,1,12,0
514,10.58,7.0,0,1,0,0,1,0,13,1
515,6.87,1.6666666666666667,0,0,1,1,1,0,12,0
516,2.14,1.3333333333333333,0,1,1,1,0,0,13,1
517,5.13,5.0,0,1,0,1,0,0,16,1
518,1.95,3.3333333333333335,1,1,0,1,1,1,13,0
519,1.92,2.6666666666666665,0,1,0,1,1,1,12,1
520,2.65,6.0,0,1,0,1,1,1,13,0
521,2.62,3.3333333333333335,1,1,0,1,1,1,17,0
522,7.91,2.0,1,1,0,1,0,0,13,1
523,8.55,10.0,1,1,0,0,1,0,12,1
524,8.44,6.333333333333333,1,1,0,1,0,0,13,1
525,7.96,10.0,1,1,0,0,1,0,12,1
526,7.21,12.666666666666666,0,0,1,0,0,0,12,1
527,4.67,1.3333333333333333,0,1,0,0,0,0,10,0
528,4.28,2.3333333333333335,0,1,0,1,0,1,13,1
529,3.61,1.3333333333333333,0,1,0,1,0,0,13,0
530,1.92,0.6666666666666666,0,1,0,1,0,0,14,0
531,1.68,1.6666666666666667,0,1,0,1,1,0,13,0
532,4.46,7.0,0,1,0,1,1,0,12,0
533,2.11,4.0,0,1,0,1,0,0,13,1
534,3.81,1.3333333333333333,0,1,0,0,1,0,12,1
535,6.25,3.6666666666666665,0,1,0,1,1,0,12,1
536,3.08,1.6666666666666667,0,1,1,1,0,0,13,0
537,5.39,15.0,0,0,0,0,1,0,10,0
538,7.33,10.333333333333334,1,0,0,0,1,0,13,1
539,4.92,12.666666666666666,1,0,1,1,0,0,12,0
540,9.89,11.666666666666666,1,1,1,0,0,0,10,1
541,2.98,4.0,0,1,0,1,1,0,12,0
542,2.92,4.0,0,1,0,1,0,1,12,1
543,4.17,11.333333333333334,0,1,0,1,1,1,12,1
544,3.34,6.666666666666667,0,1,1,1,0,0,13,0
545,2.26,1.0,0,1,0,1,0,0,14,1
546,10.12,6.0,0,1,0,1,0,1,13,1
547,6.35,6.666666666666667,0,1,0,1,1,0,12,0
548,7.8,2.0,0,1,1,1,0,1,13,1
549,3.75,3.0,0,1,0,1,0,0,12,1
550,3.59,1.0,0,1,0,1,1,0,12,1
551,4.52,2.3333333333333335,0,1,0,1,0,0,13,0
552,4.47,4.0,0,1,0,1,1,0,12,0
553,5.29,4.0,0,1,0,1,0,1,12,1
554,5.29,3.3333333333333335,0,1,0,1,0,1,13,1
555,4.81,3.0,0,1,0,1,0,0,13,1
556,1.98,1.0,0,1,0,1,1,1,14,0
557,3.17,0.6666666666666666,0,1,0,1,0,0,13,0
558,2.88,13.333333333333334,0,1,0,1,1,1,12,1
559,3.47,1.6666666666666667,0,1,0,1,1,1,13,0
560,3.92,5.0,0,1,0,1,1,0,12,0
561,3.46,4.333333333333333,0,1,0,1,1,1,17,1
562,4.95,3.3333333333333335,0,1,1,1,0,0,14,1
563,2.18,0.6666666666666666,0,1,0,1,0,0,12,0
564,4.1,7.666666666666667,0,1,0,1,0,0,12,1
565,2.62,5.0,0,1,0,1,0,1,12,0
566,6.59,10.0,0,1,0,1,0,0,13,0
567,3.96,5.0,0,1,0,1,1,0,12,0
568,4.81,3.6666666666666665,0,1,0,1,0,0,13,0
569,3.75,9.0,0,1,0,1,0,1,12,0
570,7.34,3.0,1,1,0,1,0,0,12,1
571,2.93,0.3333333333333333,0,1,0,1,0,1,12,1
572,3.47,5.0,0,1,0,1,0,1,12,0
573,5.64,5.333333333333333,0,1,0,1,1,1,12,0
574,3.75,1.0,0,1,0,1,0,1,13,0
575,5.45,6.333333333333333,0,1,0,1,0,1,17,1
576,4.09,6.0,0,0,0,1,0,0,13,1
577,3.75,1.3333333333333333,0,1,0,1,1,0,12,0
578,6.73,4.666666666666667,0,1,0,1,1,0,12,1
579,3.28,2.6666666666666665,1,1,0,1,1,1,13,0
580,3.57,3.3333333333333335,0,1,0,1,0,0,12,1
581,6.01,11.0,0,1,0,0,1,0,12,0
582,4.62,3.0,0,1,0,0,1,0,10,0
583,6.84,8.666666666666666,0,1,0,0,1,0,12,1
584,6.41,5.0,0,1,0,1,1,0,10,0
585,3.44,10.333333333333334,0,1,0,0,1,0,12,0
586,3.85,7.333333333333333,1,1,0,0,1,0,10,0
587,7.15,10.0,1,1,0,1,0,0,12,1
588,4.05,1.0,0,1,1,1,0,0,12,0
589,2.91,1.3333333333333333,0,1,0,0,0,0,14,1
590,1.92,1.3333333333333333,0,0,0,1,0,0,12,0
591,4.42,3.0,0,1,0,0,0,0,12,0
592,8.49,2.3333333333333335,1,1,0,0,0,0,14,1
593,4.28,1.0,1,1,1,0,0,0,13,0
594,3.33,1.6666666666666667,0,1,0,0,1,1,12,1
595,8.46,16.0,0,1,0,0,1,0,13,1
596,8.65,1.0,0,1,0,1,0,0,12,1
597,1.16,1.6666666666666667,0,1,0,1,1,1,10,0
598,1.98,1.6666666666666667,0,1,1,1,1,1,13,0
599,2.57,1.0,0,1,0,1,1,1,12,0
600,2.58,2.0,0,1,1,1,0,1,12,1
601,2.51,3.3333333333333335,0,1,0,1,1,1,12,1
602,77.72,3.0,1,1,1,1,1,1,13,1
603,4.33,8.666666666666666,1,1,0,1,1,0,12,1
604,4.09,11.0,1,1,0,0,1,0,8,0
605,5.73,4.0,1,1,0,1,0,0,12,0
606,4.81,3.6666666666666665,1,1,0,1,0,0,12,0
607,7.69,3.3333333333333335,0,1,0,1,0,0,12,1
608,5.73,3.0,1,1,0,1,0,0,12,0
609,5.88,5.666666666666667,1,1,0,1,0,0,12,0
610,4.27,12.333333333333334,0,1,0,0,1,0,13,0
611,9.62,9.333333333333334,0,1,0,0,0,0,16,1
612,9.36,5.333333333333333,0,1,0,0,0,0,12,1
613,3.95,0.6666666666666666,0,1,0,1,0,0,12,1
614,5.73,11.333333333333334,1,1,0,1,1,0,12,0
615,2.6,2.3333333333333335,0,1,0,1,0,0,12,0
616,3.75,1.3333333333333333,0,1,0,1,0,0,12,1
617,5.61,4.0,0,1,0,1,1,1,14,1
618,5.73,6.666666666666667,0,1,0,1,1,0,13,0
619,3.85,5.666666666666667,0,1,0,1,1,0,12,0
620,2.88,0.0,0,1,0,1,0,1,12,0
621,2.75,2.3333333333333335,0,1,0,1,0,0,12,1
622,11.57,4.333333333333333,0,1,0,0,0,0,13,1
623,4.33,1.3333333333333333,0,1,1,1,0,1,13,0
624,2.75,1.0,0,1,0,1,1,0,12,0
625,5.34,1.6666666666666667,0,1,0,1,0,0,10,0
626,6.56,6.333333333333333,0,1,0,0,1,0,12,0
627,4.68,4.0,0,1,0,0,1,0,13,0
628,1.98,3.3333333333333335,0,1,0,1,1,0,12,0
629,7.96,6.0,1,1,0,0,1,0,12,1
630,4.87,6.0,0,1,0,1,1,0,13,0
631,3.16,14.666666666666666,1,1,0,1,1,0,10,0
632,6.25,1.6666666666666667,0,1,0,0,0,0,12,0
633,3.0,6.0,0,1,0,1,1,0,13,1
634,3.75,4.0,1,1,0,1,0,0,12,1
635,3.75,2.0,0,1,0,1,1,0,12,1
636,6.54,4.333333333333333,0,1,1,1,0,1,13,1
637,4.19,3.3333333333333335,0,1,0,0,1,0,13,0
638,5.37,6.666666666666667,0,1,0,0,1,0,12,0
639,2.14,10.666666666666666,0,1,0,1,0,1,16,1
640,4.81,10.666666666666666,0,1,0,1,1,0,12,0
641,3.53,2.6666666666666665,0,1,0,1,1,0,12,0
642,4.33,8.333333333333334,0,1,0,1,0,1,12,0
643,6.13,6.0,1,1,0,0,1,0,12,0
644,8.79,10.333333333333334,1,0,0,0,1,1,12,0
645,8.21,10.0,1,1,0,0,1,0,12,1
646,2.39,2.6666666666666665,0,1,0,0,1,0,10,0
647,4.58,6.0,0,1,0,0,1,0,12,1
648,6.97,5.333333333333333,0,1,0,0,1,0,13,0
649,10.12,9.666666666666666,1,1,0,0,1,0,12,1
650,3.75,10.0,0,1,0,0,1,0,12,0
651,3.52,2.6666666666666665,0,1,0,0,0,0,12,0
652,8.41,7.333333333333333,0,1,0,0,1,0,10,1
653,7.96,5.0,0,1,0,0,1,0,12,1
654,8.24,6.666666666666667,1,1,0,0,1,0,12,0
655,3.22,6.0,0,1,0,0,1,0,12,0
656,7.96,12.0,0,1,0,0,1,0,8,1
657,8.65,3.6666666666666665,1,1,0,0,0,0,12,1
658,4.27,1.0,0,1,1,0,0,0,10,0
659,12.66,7.333333333333333,1,1,0,0,1,0,12,1
660,7.96,5.333333333333333,1,1,0,0,1,0,10,1
661,3.49,14.666666666666666,0,1,0,0,1,0,10,0
662,10.12,6.666666666666667,0,1,0,0,0,0,13,0
663,3.08,1.6666666666666667,0,1,0,0,1,0,13,1
664,7.96,2.6666666666666665,1,1,0,0,1,0,12,1
665,2.75,0.6666666666666666,0,1,0,0,0,0,12,1
666,3.39,3.3333333333333335,0,1,0,0,1,0,10,0
667,5.49,2.3333333333333335,0,1,0,0,1,0,12,0
668,4.27,3.6666666666666665,0,1,0,0,1,0,12,0
669,5.71,6.0,1,1,0,0,1,0,12,0
670,3.46,2.6666666666666665,0,1,0,1,1,0,14,0
671,15.38,12.333333333333334,0,1,0,0,1,0,12,1
672,8.41,4.0,0,1,0,0,0,0,13,1
673,10.12,3.6666666666666665,0,1,0,0,1,0,12,1
674,3.85,2.3333333333333335,0,1,0,0,1,0,12,1
675,4.62,7.666666666666667,0,1,0,0,1,1,12,1
676,3.41,1.6666666666666667,0,1,0,0,1,1,12,0
677,10.58,7.333333333333333,1,1,0,0,1,0,12,1
678,10.1,11.666666666666666,1,1,0,0,0,0,13,1
679,7.96,2.0,0,1,0,0,1,0,13,1
680,6.81,4.666666666666667,0,1,0,0,1,0,8,1
681,7.21,12.333333333333334,1,1,0,0,1,0,12,1
682,6.41,10.666666666666666,1,1,0,0,1,0,8,0
683,4.77,10.0,1,1,0,0,1,0,10,0
684,6.05,3.3333333333333335,1,1,0,0,1,0,13,0
685,3.75,3.0,1,1,0,0,1,0,10,0
686,9.16,4.666666666666667,1,1,0,0,1,0,13,1
687,3.33,6.333333333333333,0,1,0,0,1,0,10,0
688,4.77,2.0,1,1,0,0,1,0,14,0
689,5.79,9.333333333333334,0,1,0,0,1,0,12,0
690,3.96,3.3333333333333335,0,1,0,1,0,0,16,0
691,6.41,12.333333333333334,1,1,0,0,1,0,12,0
692,5.55,13.666666666666666,1,1,0,0,1,0,12,0
693,12.74,6.0,1,0,0,0,1,0,10,1
694,7.69,4.666666666666667,0,1,0,0,0,0,13,1
695,8.17,4.0,1,1,0,0,0,0,16,1
696,6.4,8.666666666666666,0,1,0,0,1,0,12,0
697,3.57,6.333333333333333,0,1,1,1,1,0,12,0
698,6.59,7.333333333333333,0,1,0,0,0,0,10,1
699,7.69,9.0,0,1,0,0,1,0,12,1
700,10.26,9.0,0,1,1,0,0,0,12,1
701,7.08,8.333333333333334,0,1,0,0,1,0,10,1
702,10.42,3.3333333333333335,0,1,0,0,1,0,12,1
703,8.08,2.3333333333333335,0,1,0,0,1,0,12,1
704,4.95,2.3333333333333335,0,1,0,0,0,0,13,1
705,9.81,8.0,0,1,0,0,1,0,13,1
706,5.77,3.3333333333333335,0,1,0,0,0,0,12,1
707,4.81,1.0,0,1,0,0,0,0,12,1
708,11.95,9.333333333333334,0,1,0,0,1,0,14,1
709,6.12,7.666666666666667,0,1,0,0,1,0,12,1
710,4.58,12.333333333333334,0,1,0,0,0,0,12,1
711,2.26,6.0,0,0,0,1,1,0,10,0
712,4.37,1.6666666666666667,0,1,0,0,1,0,12,0
713,7.71,14.0,0,1,0,0,1,0,8,0
714,7.96,6.666666666666667,0,1,0,1,0,0,13,1
715,8.93,11.0,0,1,0,0,0,0,12,1
716,12.27,8.333333333333334,0,0,0,0,1,0,10,1
717,5.73,4.666666666666667,1,1,0,1,1,0,12,1
718,7.26,3.3333333333333335,0,1,0,0,1,0,13,1
719,4.73,7.0,0,1,0,0,1,0,5,0
720,5.38,2.6666666666666665,0,1,0,0,1,0,12,0
721,9.0,14.0,0,1,0,0,1,0,12,1
722,4.91,3.3333333333333335,0,1,0,0,1,0,12,1
723,14.31,13.333333333333334,1,1,0,0,1,0,10,0
724,9.74,4.333333333333333,0,1,0,0,1,0,12,1
725,4.13,13.0,0,1,0,0,1,0,12,0
726,3.75,3.0,0,1,0,0,1,0,13,0
727,5.26,8.666666666666666,0,1,0,0,1,0,12,0
728,21.74,8.0,1,1,0,0,1,0,12,1
729,8.81,4.666666666666667,1,1,0,0,1,0,12,1
730,8.17,4.0,1,1,0,0,1,0,13,1
731,7.5,11.666666666666666,1,1,0,0,1,0,12,1
732,3.42,4.666666666666667,0,0,0,0,1,0,12,0
733,8.89,6.0,1,1,0,0,1,0,12,1
734,4.16,10.666666666666666,0,1,0,0,1,0,13,0
735,8.17,7.666666666666667,1,1,0,0,1,0,12,1
736,8.12,7.333333333333333,0,1,0,0,1,0,12,1
737,10.12,9.666666666666666,0,1,0,0,1,0,12,1
738,12.5,10.0,1,1,0,0,1,0,13,1
739,4.33,5.0,0,1,0,0,0,1,8,0
740,5.2,3.3333333333333335,0,1,0,0,0,1,12,1
741,9.62,4.0,0,1,0,0,1,1,10,1
742,16.03,8.333333333333334,0,1,0,0,1,1,10,1
743,9.28,9.666666666666666,0,1,0,0,1,1,12,1
744,2.81,13.333333333333334,0,0,0,0,1,0,8,0
745,7.21,11.333333333333334,0,1,1,0,1,0,5,1
746,8.0,6.0,0,1,0,0,1,1,12,1
747,10.99,7.333333333333333,1,0,0,0,1,0,12,1
748,4.47,4.0,0,1,0,0,1,0,12,0
749,7.07,3.3333333333333335,0,1,0,0,1,1,12,1
750,1.66,5.0,0,1,0,0,1,1,12,1
751,7.93,13.0,1,1,0,0,1,0,12,0
752,5.23,6.0,1,1,0,0,0,0,12,0
753,7.96,6.0,1,1,0,0,1,0,10,1
754,7.03,5.333333333333333,1,1,0,0,1,0,12,0
755,3.75,6.0,0,1,0,0,1,1,8,0
756,5.29,1.3333333333333333,0,1,0,0,0,0,13,0
757,4.46,1.3333333333333333,0,1,0,0,0,0,13,0
758,7.96,13.0,0,1,0,0,1,1,13,1
759,5.45,5.333333333333333,0,1,0,0,1,0,12,0
760,6.87,7.666666666666667,0,1,0,0,1,1,12,0
761,10.3,4.666666666666667,1,1,0,0,1,0,17,1
762,8.01,4.0,0,1,0,0,1,0,16,1
763,6.25,13.333333333333334,0,1,0,0,1,0,13,0
764,7.96,14.666666666666666,1,1,0,0,1,0,10,1
765,3.93,2.6666666666666665,0,1,0,0,1,0,13,0
766,7.75,7.666666666666667,1,1,0,0,1,0,5,1
767,4.3,3.6666666666666665,1,1,0,0,0,0,12,0
768,4.9,2.6666666666666665,1,1,0,0,1,0,12,0
769,5.56,15.0,0,1,0,0,1,0,10,0
770,5.73,6.333333333333333,0,1,0,0,1,0,12,0
771,5.7,6.333333333333333,0,1,0,0,1,1,13,1
772,4.57,2.3333333333333335,0,1,0,0,0,0,12,0
773,4.15,2.6666666666666665,0,1,0,0,1,0,13,1
774,4.71,11.333333333333334,0,1,0,0,1,0,12,0
775,7.21,6.666666666666667,0,1,0,0,1,0,12,1
776,7.04,4.0,1,1,0,0,0,0,13,1
777,1.48,4.333333333333333,0,1,0,0,0,1,12,0
778,3.37,4.333333333333333,1,0,0,1,1,0,12,1
779,9.62,1.3333333333333333,1,1,0,0,0,0,12,1
780,3.75,1.0,0,1,0,0,0,0,12,1
781,7.14,5.666666666666667,1,1,0,0,1,0,12,1
782,6.99,3.3333333333333335,0,1,0,0,1,1,13,1
783,8.46,8.666666666666666,1,1,0,0,1,0,10,1
784,4.76,4.0,0,1,0,0,1,0,16,0
785,3.9,0.6666666666666666,0,1,1,1,0,0,13,1
786,5.77,3.6666666666666665,0,1,0,0,1,1,14,1
787,8.74,6.333333333333333,0,1,0,0,1,1,12,1
788,6.56,1.3333333333333333,0,1,0,0,0,0,16,1
789,4.24,3.0,0,1,0,0,0,0,13,0
790,4.09,5.0,0,1,0,0,1,1,12,1
791,20.99,8.333333333333334,0,1,0,0,1,0,10,1
792,7.69,2.3333333333333335,0,1,0,0,1,0,12,1
793,4.58,9.666666666666666,1,1,0,0,1,0,12,0
794,6.49,9.333333333333334,1,0,0,0,1,0,12,0
795,12.82,1.0,1,1,0,0,1,0,12,1
796,9.62,3.0,1,1,0,0,1,0,13,1
797,8.89,14.0,1,1,0,0,1,0,12,1
798,10.58,5.666666666666667,1,1,0,0,1,0,12,1
799,7.21,9.666666666666666,0,1,0,0,0,0,5,1
800,1.65,2.3333333333333335,0,1,0,0,0,0,10,0
801,10.58,5.0,1,1,0,0,1,0,12,1
802,3.04,5.0,1,1,0,0,1,0,12,0
803,4.55,14.333333333333334,0,1,0,0,1,1,10,0
804,7.69,14.666666666666666,1,1,0,0,1,0,10,1
805,3.0,3.6666666666666665,0,1,0,0,1,1,13,0
806,12.02,10.333333333333334,1,1,0,0,1,0,12,1
807,5.99,7.0,1,1,0,0,1,0,14,0
808,8.94,11.666666666666666,1,1,0,0,1,0,13,1
809,4.0,2.3333333333333335,0,1,0,0,0,0,10,1
810,1.98,1.0,1,1,0,0,0,0,12,0
811,1.27,0.0,0,1,0,1,0,0,10,1
812,5.57,3.3333333333333335,0,1,0,0,1,1,5,0
813,7.36,13.0,0,1,0,0,1,0,12,0
814,3.08,1.6666666666666667,0,1,0,0,1,0,12,0
815,9.64,12.0,1,1,0,0,1,0,10,1
816,5.09,6.0,0,1,0,0,1,1,10,0
817,10.12,5.666666666666667,1,1,0,0,1,0,10,1
818,9.62,13.333333333333334,1,1,1,0,0,0,8,1
819,5.77,1.6666666666666667,1,1,0,0,1,0,12,0
820,8.32,8.666666666666666,1,1,0,0,0,0,12,1
821,5.73,11.333333333333334,1,1,0,0,1,0,12,0
822,5.73,3.6666666666666665,0,1,0,0,1,0,12,0
823,7.21,14.333333333333334,1,1,0,0,1,0,10,1
824,8.78,8.0,1,1,0,0,1,0,12,1
825,7.96,5.0,1,1,0,0,1,0,13,1
826,9.62,3.6666666666666665,1,1,0,0,1,0,12,1
827,7.45,12.666666666666666,1,1,0,0,1,0,12,1
828,18.46,6.666666666666667,1,1,0,0,1,0,12,1
829,8.85,3.0,1,1,0,0,1,0,12,1
830,8.0,2.3333333333333335,0,1,0,0,0,0,10,1
831,5.73,15.666666666666666,0,1,0,0,1,0,10,0
832,10.61,5.666666666666667,1,1,0,0,1,0,13,1
833,6.84,15.0,1,1,0,0,1,0,13,0
834,7.78,3.0,1,1,0,0,1,0,12,1
835,4.21,6.0,0,1,0,0,0,0,10,0
836,10.12,9.333333333333334,1,1,0,0,1,0,12,1
837,5.56,3.3333333333333335,0,1,0,0,1,0,13,0
838,5.77,8.0,0,1,0,0,0,0,10,0
839,3.85,4.666666666666667,0,1,0,0,1,0,12,0
840,4.33,10.333333333333334,0,1,0,0,0,0,8,0
841,4.09,1.0,0,1,1,1,0,0,10,0
842,7.69,3.0,1,0,0,0,1,0,12,0
843,6.98,12.666666666666666,1,1,0,0,1,0,14,0
844,5.69,11.666666666666666,1,1,0,1,1,0,8,0
845,1.2,1.6666666666666667,0,1,0,1,1,0,12,0
846,7.48,1.0,1,1,0,0,0,0,16,1
847,3.13,1.6666666666666667,0,1,1,1,1,0,12,1
848,5.61,4.333333333333333,0,1,0,0,1,0,12,0
849,3.27,1.3333333333333333,0,1,0,1,0,0,12,0
850,6.25,3.3333333333333335,1,1,0,0,1,0,12,1
851,7.69,3.3333333333333335,1,1,0,0,1,0,13,1
852,4.0,7.666666666666667,1,1,0,1,0,0,12,0
853,4.66,12.666666666666666,0,1,0,1,0,0,10,1
854,3.82,1.3333333333333333,0,1,0,0,1,0,10,0
855,5.24,4.333333333333333,1,1,0,0,1,0,12,1
856,5.13,11.666666666666666,1,0,0,1,1,0,10,0
857,3.37,0.6666666666666666,1,1,0,1,0,0,12,0
858,6.41,1.6666666666666667,1,1,0,1,0,0,13,0
859,4.81,4.333333333333333,1,1,0,1,1,0,12,0
860,5.61,8.333333333333334,1,1,0,0,1,0,13,1
861,7.97,3.0,1,1,0,0,1,0,13,1
862,3.75,6.666666666666667,0,1,0,1,1,0,13,0
863,5.15,3.3333333333333335,1,1,0,1,1,0,10,1
864,5.77,5.666666666666667,1,1,0,0,1,0,12,1
865,4.94,15.333333333333334,1,1,0,0,1,0,12,0
866,3.75,1.0,0,1,0,0,0,0,12,0
867,1.98,7.666666666666667,0,1,0,0,1,0,10,1
868,2.52,1.0,0,1,0,1,0,0,8,1
869,2.93,14.0,0,1,1,1,0,0,12,0
870,5.09,11.666666666666666,1,1,0,0,1,0,5,0
871,2.4,1.3333333333333333,0,1,0,0,0,0,13,1
872,4.87,4.0,1,1,0,0,0,0,10,0
873,6.59,6.666666666666667,0,1,1,0,1,0,13,0
874,1.2,1.3333333333333333,0,1,0,1,1,0,12,0
875,3.33,2.6666666666666665,0,1,0,1,0,0,12,1
876,1.96,0.3333333333333333,0,1,0,1,0,0,13,0
877,2.73,13.666666666666666,0,1,0,0,1,0,8,0
878,2.63,0.0,1,1,0,1,1,0,10,0
879,3.75,0.3333333333333333,0,1,0,0,0,0,10,0
880,3.08,2.6666666666666665,1,1,1,1,1,1,10,0
881,4.27,14.666666666666666,0,0,0,0,1,1,12,1
882,4.5,3.6666666666666665,0,1,0,0,1,0,8,1
883,5.53,2.6666666666666665,0,1,0,0,1,0,12,0
884,4.09,1.6666666666666667,1,1,1,0,1,0,12,1
885,4.55,1.6666666666666667,0,1,0,0,1,0,12,0
886,18.74,2.3333333333333335,0,0,0,0,1,0,10,0
887,4.12,4.0,0,1,0,0,1,0,16,0
888,5.77,6.666666666666667,1,0,0,0,1,0,5,1
889,4.81,1.0,1,1,0,0,0,0,12,0
890,5.77,2.0,0,1,0,0,1,0,12,0
891,4.81,14.0,1,1,0,1,1,0,5,0
892,8.65,7.333333333333333,1,1,0,0,1,0,12,1
893,1.92,1.0,0,1,0,1,1,0,10,1
894,5.93,9.666666666666666,0,0,0,0,1,0,8,1
895,6.01,2.6666666666666665,1,1,0,0,1,0,12,0
896,3.35,1.3333333333333333,0,1,0,0,0,0,12,0
897,6.01,10.666666666666666,0,1,0,0,1,0,8,0
898,2.96,0.6666666666666666,1,1,0,0,0,0,12,1
899,10.82,8.0,0,1,0,0,1,0,16,1
900,4.81,7.666666666666667,0,1,0,0,1,0,12,1
901,8.79,13.333333333333334,0,1,0,0,1,0,12,1
902,11.6,4.666666666666667,1,0,0,0,1,0,12,1
903,4.81,1.6666666666666667,1,1,0,0,0,0,12,1
904,3.75,14.666666666666666,1,1,0,0,1,0,8,1
905,5.29,4.0,1,1,0,0,1,0,16,1
906,6.5,3.0,1,1,0,0,1,0,12,0
907,5.82,10.0,1,1,0,0,1,0,10,1
908,1.79,0.6666666666666666,1,1,0,0,0,0,12,0
909,4.28,1.0,1,1,0,0,0,0,12,1
910,1.98,8.333333333333334,0,0,0,1,1,0,10,0
911,2.31,3.0,0,1,0,1,1,0,12,0
912,3.5,3.3333333333333335,1,1,1,1,1,0,10,0
913,4.37,0.6666666666666666,0,1,0,1,1,0,12,0
914,2.26,7.666666666666667,1,0,0,1,1,0,8,0
915,3.75,6.333333333333333,0,1,0,1,0,0,10,0
916,3.75,11.333333333333334,0,0,0,1,1,0,12,0
917,2.64,2.6666666666666665,0,1,0,1,1,0,12,1
918,2.26,7.0,1,1,0,1,0,0,10,0
919,1.83,3.6666666666666665,0,0,0,1,1,0,10,1
920,2.88,6.666666666666667,0,0,0,1,0,0,13,0
921,1.98,3.3333333333333335,0,0,0,1,0,0,5,0
922,1.98,9.0,0,0,0,1,1,0,10,0
923,1.98,8.333333333333334,0,1,0,1,1,0,8,0
924,3.37,3.0,0,1,0,1,1,0,10,0
925,1.98,6.333333333333333,1,1,0,1,0,0,8,0
926,1.92,8.666666666666666,0,0,0,1,1,0,5,0
927,3.37,3.6666666666666665,0,1,0,1,1,0,10,0
928,3.75,12.0,1,1,0,0,1,0,5,1
929,3.75,2.0,0,1,0,1,1,0,12,1
930,6.59,11.0,0,1,0,0,1,0,12,0
931,3.75,11.666666666666666,0,1,1,0,1,0,10,0
932,7.96,14.0,0,0,0,0,1,0,10,1
933,3.75,9.333333333333334,0,1,0,0,1,1,12,0
934,6.61,3.6666666666666665,1,1,0,0,1,0,12,0
935,8.65,14.0,1,1,1,0,1,0,10,1
936,5.02,11.0,0,1,0,0,1,0,12,0
937,11.54,14.0,1,1,0,0,0,0,10,1
938,5.9,8.333333333333334,0,1,0,0,1,0,12,0
939,3.75,2.0,0,1,1,0,1,0,8,0
940,8.7,13.666666666666666,1,1,0,0,1,0,12,1
941,21.54,11.333333333333334,0,1,0,0,1,0,12,1
942,3.27,9.0,0,0,0,1,1,0,12,0
943,3.3,5.666666666666667,0,1,0,1,0,0,10,0
944,5.49,14.666666666666666,1,1,0,0,1,0,12,0
945,2.4,14.0,1,1,0,1,0,0,10,0
946,4.09,0.3333333333333333,1,1,0,0,0,0,12,0
947,1.98,11.666666666666666,0,1,1,0,1,0,5,1
948,7.21,14.0,1,1,0,0,1,0,10,1
949,8.5,1.3333333333333333,1,1,0,0,1,0,16,1
950,1.98,0.3333333333333333,0,1,0,1,1,0,8,0
951,7.18,6.0,1,1,0,0,1,0,10,1
952,4.81,2.0,0,1,0,0,1,0,16,1
953,5.24,5.0,1,1,0,0,1,0,12,0
954,9.13,8.0,0,1,0,0,1,0,12,1
955,3.75,8.333333333333334,0,1,0,1,1,0,12,0
956,7.69,13.333333333333334,1,1,1,0,0,0,12,1
957,8.6,10.333333333333334,1,1,1,0,1,0,5,1
958,5.29,6.666666666666667,0,1,0,0,1,0,10,0
959,2.4,0.0,1,0,0,0,0,0,8,0
960,3.21,1.6666666666666667,0,0,0,0,1,0,12,0
961,6.67,5.0,1,1,0,1,1,0,10,0
962,3.85,1.6666666666666667,1,1,1,0,1,0,13,1
963,8.49,12.0,0,1,0,0,1,0,12,1
